"date","state_id","weekday","month","year","event_name_1","event_name_2","snap_CA","snap_TX","snap_WI","mean_sell_price","total_sales"
"2011-09-27","CA","Tuesday",9,2011,"None","None",0,0,0,4.27677830695959,10813
"2011-09-27","TX","Tuesday",9,2011,"None","None",0,0,0,4.21816753926702,6924
"2011-09-27","WI","Tuesday",9,2011,"None","None",0,0,0,4.35424851026263,5051
"2011-09-28","CA","Wednesday",9,2011,"None","None",0,0,0,4.27677830695959,10479
"2011-09-28","TX","Wednesday",9,2011,"None","None",0,0,0,4.21816753926702,6453
"2011-09-28","WI","Wednesday",9,2011,"None","None",0,0,0,4.35424851026263,5261
"2011-09-29","CA","Thursday",9,2011,"None","None",0,0,0,4.27677830695959,10203
"2011-09-29","TX","Thursday",9,2011,"None","None",0,0,0,4.21816753926702,6762
"2011-09-29","WI","Thursday",9,2011,"None","None",0,0,0,4.35424851026263,5418
"2011-09-30","CA","Friday",9,2011,"None","None",0,0,0,4.27677830695959,12957
"2011-09-30","TX","Friday",9,2011,"None","None",0,0,0,4.21816753926702,9333
"2011-09-30","WI","Friday",9,2011,"None","None",0,0,0,4.35424851026263,7892
"2011-10-01","CA","Saturday",10,2011,"None","None",1,1,0,4.28384274131865,18020
"2011-10-01","TX","Saturday",10,2011,"None","None",1,1,0,4.22294390715667,12475
"2011-10-01","WI","Saturday",10,2011,"None","None",1,1,0,4.35673114970323,8817
"2011-10-02","CA","Sunday",10,2011,"None","None",1,0,1,4.28384274131865,17094
"2011-10-02","TX","Sunday",10,2011,"None","None",1,0,1,4.22294390715667,11153
"2011-10-02","WI","Sunday",10,2011,"None","None",1,0,1,4.35673114970323,8967
"2011-10-03","CA","Monday",10,2011,"None","None",1,1,1,4.28384274131865,13097
"2011-10-03","TX","Monday",10,2011,"None","None",1,1,1,4.22294390715667,9428
"2011-10-03","WI","Monday",10,2011,"None","None",1,1,1,4.35673114970323,7930
"2011-10-04","CA","Tuesday",10,2011,"None","None",1,0,0,4.28384274131865,12525
"2011-10-04","TX","Tuesday",10,2011,"None","None",1,0,0,4.22294390715667,7671
"2011-10-04","WI","Tuesday",10,2011,"None","None",1,0,0,4.35673114970323,5918
"2011-10-05","CA","Wednesday",10,2011,"None","None",1,1,1,4.28384274131865,11262
"2011-10-05","TX","Wednesday",10,2011,"None","None",1,1,1,4.22294390715667,8050
"2011-10-05","WI","Wednesday",10,2011,"None","None",1,1,1,4.35673114970323,6601
"2011-10-06","CA","Thursday",10,2011,"None","None",1,1,1,4.28384274131865,11009
"2011-10-06","TX","Thursday",10,2011,"None","None",1,1,1,4.22294390715667,8057
"2011-10-06","WI","Thursday",10,2011,"None","None",1,1,1,4.35673114970323,7000
"2011-10-07","CA","Friday",10,2011,"None","None",1,1,0,4.28384274131865,13365
"2011-10-07","TX","Friday",10,2011,"None","None",1,1,0,4.22294390715667,9630
"2011-10-07","WI","Friday",10,2011,"None","None",1,1,0,4.35673114970323,6990
"2011-10-08","CA","Saturday",10,2011,"None","None",1,0,1,4.28429550647372,16599
"2011-10-08","TX","Saturday",10,2011,"None","None",1,0,1,4.21873290968612,9984
"2011-10-08","WI","Saturday",10,2011,"None","None",1,0,1,4.36017532325225,9347
"2011-10-09","CA","Sunday",10,2011,"None","None",1,1,1,4.28429550647372,16507
"2011-10-09","TX","Sunday",10,2011,"None","None",1,1,1,4.21873290968612,10106
"2011-10-09","WI","Sunday",10,2011,"None","None",1,1,1,4.36017532325225,9327
"2011-10-10","CA","Monday",10,2011,"ColumbusDay","None",1,0,0,4.28429550647372,13561
"2011-10-10","TX","Monday",10,2011,"ColumbusDay","None",1,0,0,4.21873290968612,9623
"2011-10-10","WI","Monday",10,2011,"ColumbusDay","None",1,0,0,4.36017532325225,6217
"2011-10-11","CA","Tuesday",10,2011,"None","None",0,1,1,4.28429550647372,12035
"2011-10-11","TX","Tuesday",10,2011,"None","None",0,1,1,4.21873290968612,8545
"2011-10-11","WI","Tuesday",10,2011,"None","None",0,1,1,4.36017532325225,6847
"2011-10-12","CA","Wednesday",10,2011,"None","None",0,1,1,4.28429550647372,11066
"2011-10-12","TX","Wednesday",10,2011,"None","None",0,1,1,4.21873290968612,9193
"2011-10-12","WI","Wednesday",10,2011,"None","None",0,1,1,4.36017532325225,7155
"2011-10-13","CA","Thursday",10,2011,"None","None",0,1,0,4.28429550647372,11244
"2011-10-13","TX","Thursday",10,2011,"None","None",0,1,0,4.21873290968612,8632
"2011-10-13","WI","Thursday",10,2011,"None","None",0,1,0,4.36017532325225,6240
"2011-10-14","CA","Friday",10,2011,"None","None",0,0,1,4.28429550647372,13338
"2011-10-14","TX","Friday",10,2011,"None","None",0,0,1,4.21873290968612,8488
"2011-10-14","WI","Friday",10,2011,"None","None",0,0,1,4.36017532325225,8059
"2011-10-15","CA","Saturday",10,2011,"None","None",0,1,1,4.28344053398058,16285
"2011-10-15","TX","Saturday",10,2011,"None","None",0,1,1,4.21206294377279,11799
"2011-10-15","WI","Saturday",10,2011,"None","None",0,1,1,4.36020537469958,10342
"2011-10-16","CA","Sunday",10,2011,"None","None",0,0,0,4.28344053398058,16289
"2011-10-16","TX","Sunday",10,2011,"None","None",0,0,0,4.21206294377279,11864
"2011-10-16","WI","Sunday",10,2011,"None","None",0,0,0,4.36020537469958,7974
"2011-10-17","CA","Monday",10,2011,"None","None",0,0,0,4.28344053398058,12373
"2011-10-17","TX","Monday",10,2011,"None","None",0,0,0,4.21206294377279,8841
"2011-10-17","WI","Monday",10,2011,"None","None",0,0,0,4.36020537469958,6378
"2011-10-18","CA","Tuesday",10,2011,"None","None",0,0,0,4.28344053398058,10748
"2011-10-18","TX","Tuesday",10,2011,"None","None",0,0,0,4.21206294377279,7826
"2011-10-18","WI","Tuesday",10,2011,"None","None",0,0,0,4.36020537469958,5628
"2011-10-19","CA","Wednesday",10,2011,"None","None",0,0,0,4.28344053398058,10247
"2011-10-19","TX","Wednesday",10,2011,"None","None",0,0,0,4.21206294377279,7082
"2011-10-19","WI","Wednesday",10,2011,"None","None",0,0,0,4.36020537469958,5112
"2011-10-20","CA","Thursday",10,2011,"None","None",0,0,0,4.28344053398058,10350
"2011-10-20","TX","Thursday",10,2011,"None","None",0,0,0,4.21206294377279,6850
"2011-10-20","WI","Thursday",10,2011,"None","None",0,0,0,4.36020537469958,5202
"2011-10-21","CA","Friday",10,2011,"None","None",0,0,0,4.28344053398058,12600
"2011-10-21","TX","Friday",10,2011,"None","None",0,0,0,4.21206294377279,7942
"2011-10-21","WI","Friday",10,2011,"None","None",0,0,0,4.36020537469958,6588
"2011-10-22","CA","Saturday",10,2011,"None","None",0,0,0,4.29083270249811,15555
"2011-10-22","TX","Saturday",10,2011,"None","None",0,0,0,4.22731520490234,9982
"2011-10-22","WI","Saturday",10,2011,"None","None",0,0,0,4.36196646341463,7614
"2011-10-23","CA","Sunday",10,2011,"None","None",0,0,0,4.29083270249811,15709
"2011-10-23","TX","Sunday",10,2011,"None","None",0,0,0,4.22731520490234,10427
"2011-10-23","WI","Sunday",10,2011,"None","None",0,0,0,4.36196646341463,6740
"2011-10-24","CA","Monday",10,2011,"None","None",0,0,0,4.29083270249811,11321
"2011-10-24","TX","Monday",10,2011,"None","None",0,0,0,4.22731520490234,7832
"2011-10-24","WI","Monday",10,2011,"None","None",0,0,0,4.36196646341463,5363
"2011-10-25","CA","Tuesday",10,2011,"None","None",0,0,0,4.29083270249811,10278
"2011-10-25","TX","Tuesday",10,2011,"None","None",0,0,0,4.22731520490234,6919
"2011-10-25","WI","Tuesday",10,2011,"None","None",0,0,0,4.36196646341463,5240
"2011-10-26","CA","Wednesday",10,2011,"None","None",0,0,0,4.29083270249811,9747
"2011-10-26","TX","Wednesday",10,2011,"None","None",0,0,0,4.22731520490234,7055
"2011-10-26","WI","Wednesday",10,2011,"None","None",0,0,0,4.36196646341463,5340
"2011-10-27","CA","Thursday",10,2011,"None","None",0,0,0,4.29083270249811,10419
"2011-10-27","TX","Thursday",10,2011,"None","None",0,0,0,4.22731520490234,6825
"2011-10-27","WI","Thursday",10,2011,"None","None",0,0,0,4.36196646341463,5738
"2011-10-28","CA","Friday",10,2011,"None","None",0,0,0,4.29083270249811,11718
"2011-10-28","TX","Friday",10,2011,"None","None",0,0,0,4.22731520490234,7734
"2011-10-28","WI","Friday",10,2011,"None","None",0,0,0,4.36196646341463,7428
"2011-10-29","CA","Saturday",10,2011,"None","None",0,0,0,4.29150755287009,15724
"2011-10-29","TX","Saturday",10,2011,"None","None",0,0,0,4.22446271510516,9473
"2011-10-29","WI","Saturday",10,2011,"None","None",0,0,0,4.36484032152944,8022
"2011-10-30","CA","Sunday",10,2011,"None","None",0,0,0,4.29150755287009,16057
"2011-10-30","TX","Sunday",10,2011,"None","None",0,0,0,4.22446271510516,9647
"2011-10-30","WI","Sunday",10,2011,"None","None",0,0,0,4.36484032152944,6149
"2011-10-31","CA","Monday",10,2011,"Halloween","None",0,0,0,4.29150755287009,10191
"2011-10-31","TX","Monday",10,2011,"Halloween","None",0,0,0,4.22446271510516,7218
"2011-10-31","WI","Monday",10,2011,"Halloween","None",0,0,0,4.36484032152944,5286
"2011-11-01","CA","Tuesday",11,2011,"None","None",1,1,0,4.29150755287009,11094
"2011-11-01","TX","Tuesday",11,2011,"None","None",1,1,0,4.22446271510516,8384
"2011-11-01","WI","Tuesday",11,2011,"None","None",1,1,0,4.36484032152944,6561
"2011-11-02","CA","Wednesday",11,2011,"None","None",1,0,1,4.29150755287009,11227
"2011-11-02","TX","Wednesday",11,2011,"None","None",1,0,1,4.22446271510516,7191
"2011-11-02","WI","Wednesday",11,2011,"None","None",1,0,1,4.36484032152944,6390
"2011-11-03","CA","Thursday",11,2011,"None","None",1,1,1,4.29150755287009,11972
"2011-11-03","TX","Thursday",11,2011,"None","None",1,1,1,4.22446271510516,8193
"2011-11-03","WI","Thursday",11,2011,"None","None",1,1,1,4.36484032152944,7737
"2011-11-04","CA","Friday",11,2011,"None","None",1,0,0,4.29150755287009,13252
"2011-11-04","TX","Friday",11,2011,"None","None",1,0,0,4.22446271510516,7868
"2011-11-04","WI","Friday",11,2011,"None","None",1,0,0,4.36484032152944,7476
"2011-11-05","CA","Saturday",11,2011,"None","None",1,1,1,4.29295972243174,16293
"2011-11-05","TX","Saturday",11,2011,"None","None",1,1,1,4.22955691367456,10807
"2011-11-05","WI","Saturday",11,2011,"None","None",1,1,1,4.36216891011724,9787
"2011-11-06","CA","Sunday",11,2011,"None","None",1,1,1,4.29295972243174,17402
"2011-11-06","TX","Sunday",11,2011,"None","None",1,1,1,4.22955691367456,11608
"2011-11-06","WI","Sunday",11,2011,"None","None",1,1,1,4.36216891011724,8877
"2011-11-07","CA","Monday",11,2011,"EidAlAdha","None",1,1,0,4.29295972243174,12654
"2011-11-07","TX","Monday",11,2011,"EidAlAdha","None",1,1,0,4.22955691367456,8943
"2011-11-07","WI","Monday",11,2011,"EidAlAdha","None",1,1,0,4.36216891011724,5681
"2011-11-08","CA","Tuesday",11,2011,"None","None",1,0,1,4.29295972243174,11987
"2011-11-08","TX","Tuesday",11,2011,"None","None",1,0,1,4.22955691367456,6793
"2011-11-08","WI","Tuesday",11,2011,"None","None",1,0,1,4.36216891011724,6408
"2011-11-09","CA","Wednesday",11,2011,"None","None",1,1,1,4.29295972243174,11442
"2011-11-09","TX","Wednesday",11,2011,"None","None",1,1,1,4.22955691367456,8143
"2011-11-09","WI","Wednesday",11,2011,"None","None",1,1,1,4.36216891011724,6507
"2011-11-10","CA","Thursday",11,2011,"None","None",1,0,0,4.29295972243174,12375
"2011-11-10","TX","Thursday",11,2011,"None","None",1,0,0,4.22955691367456,7213
"2011-11-10","WI","Thursday",11,2011,"None","None",1,0,0,4.36216891011724,6559
"2011-11-11","CA","Friday",11,2011,"VeteransDay","None",0,1,1,4.29295972243174,13522
"2011-11-11","TX","Friday",11,2011,"VeteransDay","None",0,1,1,4.22955691367456,8425
"2011-11-11","WI","Friday",11,2011,"VeteransDay","None",0,1,1,4.36216891011724,7808
"2011-11-12","CA","Saturday",11,2011,"None","None",0,1,1,4.29200482000301,15332
"2011-11-12","TX","Saturday",11,2011,"None","None",0,1,1,4.22477043246333,10782
"2011-11-12","WI","Saturday",11,2011,"None","None",0,1,1,4.3614353859497,9808
"2011-11-13","CA","Sunday",11,2011,"None","None",0,1,0,4.29200482000301,15584
"2011-11-13","TX","Sunday",11,2011,"None","None",0,1,0,4.22477043246333,11654
"2011-11-13","WI","Sunday",11,2011,"None","None",0,1,0,4.3614353859497,8110
"2011-11-14","CA","Monday",11,2011,"None","None",0,0,1,4.29200482000301,11665
"2011-11-14","TX","Monday",11,2011,"None","None",0,0,1,4.22477043246333,8462
"2011-11-14","WI","Monday",11,2011,"None","None",0,0,1,4.3614353859497,6646
"2011-11-15","CA","Tuesday",11,2011,"None","None",0,1,1,4.29200482000301,10860
"2011-11-15","TX","Tuesday",11,2011,"None","None",0,1,1,4.22477043246333,8414
"2011-11-15","WI","Tuesday",11,2011,"None","None",0,1,1,4.3614353859497,7427
"2011-11-16","CA","Wednesday",11,2011,"None","None",0,0,0,4.29200482000301,10281
"2011-11-16","TX","Wednesday",11,2011,"None","None",0,0,0,4.22477043246333,7426
"2011-11-16","WI","Wednesday",11,2011,"None","None",0,0,0,4.3614353859497,6221
"2011-11-17","CA","Thursday",11,2011,"None","None",0,0,0,4.29200482000301,10244
"2011-11-17","TX","Thursday",11,2011,"None","None",0,0,0,4.22477043246333,7206
"2011-11-17","WI","Thursday",11,2011,"None","None",0,0,0,4.3614353859497,5664
"2011-11-18","CA","Friday",11,2011,"None","None",0,0,0,4.29200482000301,12106
"2011-11-18","TX","Friday",11,2011,"None","None",0,0,0,4.22477043246333,7601
"2011-11-18","WI","Friday",11,2011,"None","None",0,0,0,4.3614353859497,6800
"2011-11-19","CA","Saturday",11,2011,"None","None",0,0,0,4.29105864661654,16144
"2011-11-19","TX","Saturday",11,2011,"None","None",0,0,0,4.22577164605138,9488
"2011-11-19","WI","Saturday",11,2011,"None","None",0,0,0,4.36190383365822,7913
"2011-11-20","CA","Sunday",11,2011,"None","None",0,0,0,4.29105864661654,15546
"2011-11-20","TX","Sunday",11,2011,"None","None",0,0,0,4.22577164605138,10141
"2011-11-20","WI","Sunday",11,2011,"None","None",0,0,0,4.36190383365822,7066
"2011-11-21","CA","Monday",11,2011,"None","None",0,0,0,4.29105864661654,12213
"2011-11-21","TX","Monday",11,2011,"None","None",0,0,0,4.22577164605138,7925
"2011-11-21","WI","Monday",11,2011,"None","None",0,0,0,4.36190383365822,5436
"2011-11-22","CA","Tuesday",11,2011,"None","None",0,0,0,4.29105864661654,12047
"2011-11-22","TX","Tuesday",11,2011,"None","None",0,0,0,4.22577164605138,7813
"2011-11-22","WI","Tuesday",11,2011,"None","None",0,0,0,4.36190383365822,5794
"2011-11-23","CA","Wednesday",11,2011,"None","None",0,0,0,4.29105864661654,13587
"2011-11-23","TX","Wednesday",11,2011,"None","None",0,0,0,4.22577164605138,10465
"2011-11-23","WI","Wednesday",11,2011,"None","None",0,0,0,4.36190383365822,6735
"2011-11-24","CA","Thursday",11,2011,"Thanksgiving","None",0,0,0,4.29105864661654,7356
"2011-11-24","TX","Thursday",11,2011,"Thanksgiving","None",0,0,0,4.22577164605138,7361
"2011-11-24","WI","Thursday",11,2011,"Thanksgiving","None",0,0,0,4.36190383365822,3710
"2011-11-25","CA","Friday",11,2011,"None","None",0,0,0,4.29105864661654,10726
"2011-11-25","TX","Friday",11,2011,"None","None",0,0,0,4.22577164605138,6790
"2011-11-25","WI","Friday",11,2011,"None","None",0,0,0,4.36190383365822,6482
"2011-11-26","CA","Saturday",11,2011,"None","None",0,0,0,4.28784825311141,11762
"2011-11-26","TX","Saturday",11,2011,"None","None",0,0,0,4.22558935361217,6923
"2011-11-26","WI","Saturday",11,2011,"None","None",0,0,0,4.3630910267472,6607
"2011-11-27","CA","Sunday",11,2011,"None","None",0,0,0,4.28784825311141,12714
"2011-11-27","TX","Sunday",11,2011,"None","None",0,0,0,4.22558935361217,8050
"2011-11-27","WI","Sunday",11,2011,"None","None",0,0,0,4.3630910267472,6370
"2011-11-28","CA","Monday",11,2011,"None","None",0,0,0,4.28784825311141,10501
"2011-11-28","TX","Monday",11,2011,"None","None",0,0,0,4.22558935361217,6342
"2011-11-28","WI","Monday",11,2011,"None","None",0,0,0,4.3630910267472,5535
"2011-11-29","CA","Tuesday",11,2011,"None","None",0,0,0,4.28784825311141,9993
"2011-11-29","TX","Tuesday",11,2011,"None","None",0,0,0,4.22558935361217,6305
"2011-11-29","WI","Tuesday",11,2011,"None","None",0,0,0,4.3630910267472,5286
"2011-11-30","CA","Wednesday",11,2011,"None","None",0,0,0,4.28784825311141,9455
"2011-11-30","TX","Wednesday",11,2011,"None","None",0,0,0,4.22558935361217,6314
"2011-11-30","WI","Wednesday",11,2011,"None","None",0,0,0,4.3630910267472,5320
"2011-12-01","CA","Thursday",12,2011,"None","None",1,1,0,4.28784825311141,11572
"2011-12-01","TX","Thursday",12,2011,"None","None",1,1,0,4.22558935361217,8053
"2011-12-01","WI","Thursday",12,2011,"None","None",1,1,0,4.3630910267472,6643
"2011-12-02","CA","Friday",12,2011,"None","None",1,0,1,4.28784825311141,13326
"2011-12-02","TX","Friday",12,2011,"None","None",1,0,1,4.22558935361217,7741
"2011-12-02","WI","Friday",12,2011,"None","None",1,0,1,4.3630910267472,8660
"2011-12-03","CA","Saturday",12,2011,"None","None",1,1,1,4.28593146790364,17353
"2011-12-03","TX","Saturday",12,2011,"None","None",1,1,1,4.22543123100304,10618
"2011-12-03","WI","Saturday",12,2011,"None","None",1,1,1,4.35935588108574,10158
"2011-12-04","CA","Sunday",12,2011,"None","None",1,0,0,4.28593146790364,16724
"2011-12-04","TX","Sunday",12,2011,"None","None",1,0,0,4.22543123100304,10136
"2011-12-04","WI","Sunday",12,2011,"None","None",1,0,0,4.35935588108574,8218
"2011-12-05","CA","Monday",12,2011,"None","None",1,1,1,4.28593146790364,13173
"2011-12-05","TX","Monday",12,2011,"None","None",1,1,1,4.22543123100304,8415
"2011-12-05","WI","Monday",12,2011,"None","None",1,1,1,4.35935588108574,7632
"2011-12-06","CA","Tuesday",12,2011,"None","None",1,1,1,4.28593146790364,11773
"2011-12-06","TX","Tuesday",12,2011,"None","None",1,1,1,4.22543123100304,8357
"2011-12-06","WI","Tuesday",12,2011,"None","None",1,1,1,4.35935588108574,7137
"2011-12-07","CA","Wednesday",12,2011,"None","None",1,1,0,4.28593146790364,11594
"2011-12-07","TX","Wednesday",12,2011,"None","None",1,1,0,4.22543123100304,7850
"2011-12-07","WI","Wednesday",12,2011,"None","None",1,1,0,4.35935588108574,6009
"2011-12-08","CA","Thursday",12,2011,"None","None",1,0,1,4.28593146790364,12133
"2011-12-08","TX","Thursday",12,2011,"None","None",1,0,1,4.22543123100304,6701
"2011-12-08","WI","Thursday",12,2011,"None","None",1,0,1,4.35935588108574,7513
"2011-12-09","CA","Friday",12,2011,"None","None",1,1,1,4.28593146790364,12985
"2011-12-09","TX","Friday",12,2011,"None","None",1,1,1,4.22543123100304,8401
"2011-12-09","WI","Friday",12,2011,"None","None",1,1,1,4.35935588108574,8052
"2011-12-10","CA","Saturday",12,2011,"None","None",1,0,0,4.28689376961004,16330
"2011-12-10","TX","Saturday",12,2011,"None","None",1,0,0,4.22434427785158,9205
"2011-12-10","WI","Saturday",12,2011,"None","None",1,0,0,4.35898560068773,9251
"2011-12-11","CA","Sunday",12,2011,"None","None",0,1,1,4.28689376961004,15956
"2011-12-11","TX","Sunday",12,2011,"None","None",0,1,1,4.22434427785158,11283
"2011-12-11","WI","Sunday",12,2011,"None","None",0,1,1,4.35898560068773,8504
"2011-12-12","CA","Monday",12,2011,"None","None",0,1,1,4.28689376961004,12691
"2011-12-12","TX","Monday",12,2011,"None","None",0,1,1,4.22434427785158,9194
"2011-12-12","WI","Monday",12,2011,"None","None",0,1,1,4.35898560068773,7266
"2011-12-13","CA","Tuesday",12,2011,"None","None",0,1,0,4.28689376961004,11733
"2011-12-13","TX","Tuesday",12,2011,"None","None",0,1,0,4.22434427785158,8881
"2011-12-13","WI","Tuesday",12,2011,"None","None",0,1,0,4.35898560068773,6299
"2011-12-14","CA","Wednesday",12,2011,"None","None",0,0,1,4.28689376961004,10962
"2011-12-14","TX","Wednesday",12,2011,"None","None",0,0,1,4.22434427785158,8557
"2011-12-14","WI","Wednesday",12,2011,"None","None",0,0,1,4.35898560068773,7275
"2011-12-15","CA","Thursday",12,2011,"None","None",0,1,1,4.28689376961004,12215
"2011-12-15","TX","Thursday",12,2011,"None","None",0,1,1,4.22434427785158,9558
"2011-12-15","WI","Thursday",12,2011,"None","None",0,1,1,4.35898560068773,7871
"2011-12-16","CA","Friday",12,2011,"None","None",0,0,0,4.28689376961004,12697
"2011-12-16","TX","Friday",12,2011,"None","None",0,0,0,4.22434427785158,8521
"2011-12-16","WI","Friday",12,2011,"None","None",0,0,0,4.35898560068773,7667
"2011-12-17","CA","Saturday",12,2011,"None","None",0,0,0,4.28892931702953,15522
"2011-12-17","TX","Saturday",12,2011,"None","None",0,0,0,4.22958309645632,9998
"2011-12-17","WI","Saturday",12,2011,"None","None",0,0,0,4.36064550718422,8639
"2011-12-18","CA","Sunday",12,2011,"None","None",0,0,0,4.28892931702953,15434
"2011-12-18","TX","Sunday",12,2011,"None","None",0,0,0,4.22958309645632,9351
"2011-12-18","WI","Sunday",12,2011,"None","None",0,0,0,4.36064550718422,7302
"2011-12-19","CA","Monday",12,2011,"None","None",0,0,0,4.28892931702953,12610
"2011-12-19","TX","Monday",12,2011,"None","None",0,0,0,4.22958309645632,8011
"2011-12-19","WI","Monday",12,2011,"None","None",0,0,0,4.36064550718422,6447
"2011-12-20","CA","Tuesday",12,2011,"None","None",0,0,0,4.28892931702953,12023
"2011-12-20","TX","Tuesday",12,2011,"None","None",0,0,0,4.22958309645632,7657
"2011-12-20","WI","Tuesday",12,2011,"None","None",0,0,0,4.36064550718422,6582
"2011-12-21","CA","Wednesday",12,2011,"None","None",0,0,0,4.28892931702953,12182
"2011-12-21","TX","Wednesday",12,2011,"None","None",0,0,0,4.22958309645632,8174
"2011-12-21","WI","Wednesday",12,2011,"None","None",0,0,0,4.36064550718422,6306
"2011-12-22","CA","Thursday",12,2011,"None","None",0,0,0,4.28892931702953,12706
"2011-12-22","TX","Thursday",12,2011,"None","None",0,0,0,4.22958309645632,8596
"2011-12-22","WI","Thursday",12,2011,"None","None",0,0,0,4.36064550718422,6880
"2011-12-23","CA","Friday",12,2011,"None","None",0,0,0,4.28892931702953,15765
"2011-12-23","TX","Friday",12,2011,"None","None",0,0,0,4.22958309645632,10177
"2011-12-23","WI","Friday",12,2011,"None","None",0,0,0,4.36064550718422,8704
"2011-12-24","CA","Saturday",12,2011,"None","None",0,0,0,4.28724568709102,12557
"2011-12-24","TX","Saturday",12,2011,"None","None",0,0,0,4.22101509433962,9803
"2011-12-24","WI","Saturday",12,2011,"None","None",0,0,0,4.36011563169165,7598
"2011-12-25","CA","Sunday",12,2011,"Christmas","None",0,0,0,4.28724568709102,8
"2011-12-25","TX","Sunday",12,2011,"Christmas","None",0,0,0,4.22101509433962,2
"2011-12-25","WI","Sunday",12,2011,"Christmas","None",0,0,0,4.36011563169165,3
"2011-12-26","CA","Monday",12,2011,"None","None",0,0,0,4.28724568709102,12390
"2011-12-26","TX","Monday",12,2011,"None","None",0,0,0,4.22101509433962,9044
"2011-12-26","WI","Monday",12,2011,"None","None",0,0,0,4.36011563169165,6598
"2011-12-27","CA","Tuesday",12,2011,"None","None",0,0,0,4.28724568709102,11775
"2011-12-27","TX","Tuesday",12,2011,"None","None",0,0,0,4.22101509433962,7274
"2011-12-27","WI","Tuesday",12,2011,"None","None",0,0,0,4.36011563169165,5602
"2011-12-28","CA","Wednesday",12,2011,"Chanukah End","None",0,0,0,4.28724568709102,11737
"2011-12-28","TX","Wednesday",12,2011,"Chanukah End","None",0,0,0,4.22101509433962,7294
"2011-12-28","WI","Wednesday",12,2011,"Chanukah End","None",0,0,0,4.36011563169165,5760
"2011-12-29","CA","Thursday",12,2011,"None","None",0,0,0,4.28724568709102,11761
"2011-12-29","TX","Thursday",12,2011,"None","None",0,0,0,4.22101509433962,7139
"2011-12-29","WI","Thursday",12,2011,"None","None",0,0,0,4.36011563169165,5641
"2011-12-30","CA","Friday",12,2011,"None","None",0,0,0,4.28724568709102,15763
"2011-12-30","TX","Friday",12,2011,"None","None",0,0,0,4.22101509433962,9371
"2011-12-30","WI","Friday",12,2011,"None","None",0,0,0,4.36011563169165,8518
"2011-12-31","CA","Saturday",12,2011,"None","None",0,0,0,4.28236452472609,14365
"2011-12-31","TX","Saturday",12,2011,"None","None",0,0,0,4.22027088036117,10491
"2011-12-31","WI","Saturday",12,2011,"None","None",0,0,0,4.35880434782609,8895
"2012-01-01","CA","Sunday",1,2012,"NewYear","None",1,1,0,4.28236452472609,10218
"2012-01-01","TX","Sunday",1,2012,"NewYear","None",1,1,0,4.22027088036117,7224
"2012-01-01","WI","Sunday",1,2012,"NewYear","None",1,1,0,4.35880434782609,4365
"2012-01-02","CA","Monday",1,2012,"None","None",1,0,1,4.28236452472609,15152
"2012-01-02","TX","Monday",1,2012,"None","None",1,0,1,4.22027088036117,9307
"2012-01-02","WI","Monday",1,2012,"None","None",1,0,1,4.35880434782609,8594
"2012-01-03","CA","Tuesday",1,2012,"None","None",1,1,1,4.28236452472609,12740
"2012-01-03","TX","Tuesday",1,2012,"None","None",1,1,1,4.22027088036117,8345
"2012-01-03","WI","Tuesday",1,2012,"None","None",1,1,1,4.35880434782609,7666
"2012-01-04","CA","Wednesday",1,2012,"None","None",1,0,0,4.28236452472609,11512
"2012-01-04","TX","Wednesday",1,2012,"None","None",1,0,0,4.22027088036117,7530
"2012-01-04","WI","Wednesday",1,2012,"None","None",1,0,0,4.35880434782609,6779
"2012-01-05","CA","Thursday",1,2012,"None","None",1,1,1,4.28236452472609,12283
"2012-01-05","TX","Thursday",1,2012,"None","None",1,1,1,4.22027088036117,8558
"2012-01-05","WI","Thursday",1,2012,"None","None",1,1,1,4.35880434782609,7658
"2012-01-06","CA","Friday",1,2012,"None","None",1,1,1,4.28236452472609,12809
"2012-01-06","TX","Friday",1,2012,"None","None",1,1,1,4.22027088036117,9197
"2012-01-06","WI","Friday",1,2012,"None","None",1,1,1,4.35880434782609,8399
"2012-01-07","CA","Saturday",1,2012,"OrthodoxChristmas","None",1,1,0,4.27771563143951,16634
"2012-01-07","TX","Saturday",1,2012,"OrthodoxChristmas","None",1,1,0,4.21739708083832,11191
"2012-01-07","WI","Saturday",1,2012,"OrthodoxChristmas","None",1,1,0,4.35361593895719,9318
"2012-01-08","CA","Sunday",1,2012,"None","None",1,0,1,4.27771563143951,17261
"2012-01-08","TX","Sunday",1,2012,"None","None",1,0,1,4.21739708083832,10981
"2012-01-08","WI","Sunday",1,2012,"None","None",1,0,1,4.35361593895719,8480
"2012-01-09","CA","Monday",1,2012,"None","None",1,1,1,4.27771563143951,13418
"2012-01-09","TX","Monday",1,2012,"None","None",1,1,1,4.21739708083832,7173
"2012-01-09","WI","Monday",1,2012,"None","None",1,1,1,4.35361593895719,7615
"2012-01-10","CA","Tuesday",1,2012,"None","None",1,0,0,4.27771563143951,12192
"2012-01-10","TX","Tuesday",1,2012,"None","None",1,0,0,4.21739708083832,7940
"2012-01-10","WI","Tuesday",1,2012,"None","None",1,0,0,4.35361593895719,6508
"2012-01-11","CA","Wednesday",1,2012,"None","None",0,1,1,4.27771563143951,11470
"2012-01-11","TX","Wednesday",1,2012,"None","None",0,1,1,4.21739708083832,8551
